"Of all the film noirs of the 1940s and 1950s, this has to rank as one of the strangest, and most fun to watch. I say that because of the four main actors: Orson Welles, Rita Hayworth, Everett Sloane and Glenn Anders. <br /><br />The first two names are familiar to everyone but it was the last two that made this movie so entertaining to me, especially Anders. His character, ""George Grisby,"" is one of the strangest people I've ever seen on film. His voice, and some of the things he said, have to be heard to be believed. Slaone isn't far behind in the ""strange"" category. Hayworth is not as glamorous with short, blonde hair but still is Hayworth, which means a lot to ogle if you are a guy. Welles' is as fascinating as always. One tip: if you have the DVD, turn on the English subtitles. His character in this movie is an Irishman and you need the subtitles to understand everything he says. <br /><br />Welles also directed the film which means you have great camera angles and wonderful facial closeups. You also have a unique ending, visually, with a shootout in a house of mirrors. Great stuff! As bizarre as this film is, I still thought the buffoon-like carnival atmosphere at the trial near the end was too much and took away from the seriousness of the scene. Other than that, no complaints. <br /><br />This is great entertainment, which is the name of the game.",positive
"The movie was a big Car Commercial. :-)<br /><br />But who cares? I went to the theater to view the Shelby Cobra, Angelina & Cage.<br /><br />So I guess it was a good movie. *bg*<br /><br />",positive
"MYSTERY MEN has got to be THE stupidest film I've ever seen, but what a film! I thought it was fabulous, excellent and impressive. It was funny, well-done and nice to see ridiculous Super Heroes for a change! And being able to pull it off! This was great! I'll definitely watch it again!",positive
"Very rarely does Denzil Washington make a bad movie and come to think of it that goes for Kevin Kline and in this case , this must count as one of their best films. It is more about of film about how strong friendship can more than the story of Steve Biko although we do get an insight into what the man was like and how far the reporter and friend Donald Woods went to preserve the mans name and let the world know what a corrupt , putrid society South Africa was. The Direction is outstanding from David Attenborough as it was for Gandhi although if there is any critisism to be aimed it could be at the length of the film. Two and a half hours is a long time to sit through a historic movie .What is amazing is how he manages to control all the extras. Thousands of people in both films. This film really does open your eyes to what happened before the break up of Aparthiet and you cannot fail to moved by it. 8 out of 10.",positive
"MGM were unsure of how to market Garbo when she first arrived in Hollywood. Mayer had a lot of faith in her and her appearance in ""Torrent"" justified that. She did not speak a word of English so she must have found it difficult to work, also Ricardo Cortez did not make it very easy for her.<br /><br />The torrent of the title is the river Juscar that winds through a sleepy little village in Spain. Leonora (Greta Garbo) hopes someday that her voice will bring great wealth and happiness to her struggling parents. Leonora and Don Rafael (Ricardo Cortez) are in love but he is under his mother's thumb and cannot get her to consent to his marriage. Meanwhile Dona Brull (Martha Mattox) has evicted Leonora's parents from their home and they send Leonora to Paris hoping to give her a chance to further her singing career. Leonora sends a note to Rafael, urging him to remember his promise and come with her. His mother is enraged and forbids him to go - so of course he caves in to her request.<br /><br />Years pass. Leonora has a new identity - she has become La Brunna, the toast of the Paris Opera. Rafael has turned out just as his mother wished - he is running for office and is courting a ""safe"" young girl, Remedios (Gertrude Olmstead) who is a ""hog"" heiress. Mack Swain plays her father. Leonora decides to visit her old home, and I agree - why hasn't she helped her mother out. Her mother is still living at the family home, working as a skivvy and taking in washing. Leonora and Rafael meet but Leonora is full of ridicule. Garbo is so enchantingly beautiful, it is hard to believe that he could be happy with Remedios.<br /><br />The dam is bursting and the torrent is flooding the town. Leonora's house is in the path of the raging river but when Rafael attempts to rescue her he finds she is quite safe. They then re-kindle their romance. There is a ""horizontal"" love scene in this film, very similar to the one in ""Flesh and the Devil"".<br /><br />Dona Brull goes spreading gossip about how Leonora really got her wealth and Leonora's mother believes her and tells Leonora to go. Rafael meets Leonora just before she is about to tour America. Again he intends to go with her but again he lets her down. He spends so much time listening to other people destroy her reputation - ""what will she do for you but drag you down"". The irony is she has just secured a top government job for him if he comes with her. They meet again, years later - she is as fresh and vibrant as ever - he looks older than his years, bowed down by mediocrity.<br /><br />It is certainly a good film with a positive message to follow your heart.<br /><br />Lucien Littlefield does a good job as Cupido, the barber and Leonora's old and faithful friend.<br /><br />Highly Recommended.",positive
"Very good martial arts film and Jet Li is the best since the master himself Bruce Lee .Li is excellent as the low key librarian/cop who saves all time and time again . He has a presence and a look that is riveting and believable as the kung fu king that you don't mess with .Francoise Yip is simply beautiful in that mixed race original way that is unique because of her mixed heritage , she has an innocence and an allure all at the same time that I found unforgettable .The villain , the man with the sunglasses and long hair was very good as well but I can't find his name in the credits , can some one help me out with that ? Thanks ! Enjoy Hak hap or Black Mask , in any language its good entertainment !",positive
"Bored with the normal, run-of-the-mill staple films to watch this Halloween that I've seen over and over again, I took a chance on ""The Sentinel"", hoping it could get my horror juices flowing again. Mind you, I had just come back from seeing the Dark Castle remake of ""The House on Haunted Hill"" - complete and utter crap. Thankfully, ""The Sentinel"" BLEW ME AWAY! In a riviting story about a model who moves into a creepy building in Brooklyn Hights, the film offered everything that I hope to find in a good movie - (1) Campy and fantasically juicy characters, exchanges and dialogue, including hilaraious turns by Christopher Walken, Jeff Goldblum and especially, Martin Balsam, as an absent minded professor - (2) Horrifying Terror! Not to give a frame away, but there are scenes in this film that chilled me to my pancreas - (3) Fantastic gore, terrific make-up and wacky (if very uneven) direction from Michael Winner, which flows rather nicely with this unreal treat. If you loved ""Evil Dead 2"", ""Dead Alive"" and ""Deep Rising"" - this will be your queen of favourites. Just to emphasize my love for this film - after I watched it for the first time, jaw-dropped, I rewound it and watched it again. It is now one of favourites of all time. Do yourself a favour and check it out!",positive
"Ealing Studios, a television and film production company based in West London, claims to be the oldest film studio in the world. Though it has been consistently churning out films and television programmes since the 1930s, its golden age was most certainly between 1948 and 1955, when it produced a string of comedy masterpieces, many starring the great Alec Guinness. Such well-known titles include 'Whisky Galore! (1949),' 'Passport to Pimlico (1949),' 'Kind Hearts and Coronets (1949),' 'The Lavender Hill Mob (1951),' 'The Titfield Thunderbolt (1953)' and 'The Ladykillers (1955).' One of Ealing Studio's most beloved films, 'The Man in the White Suit,' was released in 1951, and starred Alec Guiness as Sidney Stratton, a brilliant inventor who engineers a remarkable fabric, an invention that unexpectedly makes him more enemies than friends.<br /><br />Sidney Stratton is poor and unappreciated, but he has scientific talent in great abundance. Due to his under-qualification, the only jobs he is able to get are as a janitor or labourer at any of the large textile factories, where he secretly undertakes his own experiments using the company's own money and equipment. After being found out and ejected countless times, Sidney is convinced that he is only weeks away from a momentous scientific discovery that will revolutionise the textiles industry. Encouraged by his daughter Daphne (Joan Greenwood), textile mill owner Alan Birnley (Cecil Parker) takes a keen interest in Sidney's exploits and agrees to finance any further work. After numerous failed attempts and quite a few earth-shattering explosions, Sidney eventually unveils his amazing creation: an almost-luminous white fabric that never gets dirty and never wears out.<br /><br />If Sidney thought that his invention would make him a hero, then he was sorely disappointed. The all-powerful bosses of textiles industry, headed by the frail Sir John Kierlaw (Ernest Thesiger), unite to ensure that the revolutionary invention, which could completely cripple their businesses, never goes into full-scale production. Likewise, the humble labourers in the workers' union hear of Sidney's creation and also set out to erase it from existence, fearing for their jobs. The inventor, however, is convinced that the ever-lasting fabric will bring relief and happiness to many, and refuses to give in to the demand of others, despite being threatened with violence and offered ₤250,000 in compensation. Throughout all his troubles to announce his invention to the media, only one person offers Sidney her complete sympathy and support, Birnley's daughter Daphne, who is engaged to be married to somebody else but falls in love with Sidney's plight anyway.<br /><br />'The Man in the White Suit' is a clever and hilarious comedy, made great by a witty script (written by John Dighton, Roger MacDougall and director Alexander Mackendrick) and a quirky and charismatic performance from an inimitable Alec Guinness. There are also a few good-natured swipes at capitalism, and of how big industries can hold back progress for the sake of their own monetary situations, though we can certainly see the arguments for either side of the debate.",positive
"My expectations were quite high for this film. Everyone I know who saw this film at the cinema told me that everyone there stayed through the credits because they were so touched. My expectations could not have been any higher, anything short of wonderful would have disappointed me.<br /><br />I was anything but disappointed by this movie. I loved how it dealt with difficult subjects without going through the usual steps a Hollywood film tends to include. In this film characters worked through problems they had had for decades, they worked through prejudicm, they learned to open up. But it did not come easily, and not just by singing a song or two. It was painful, it took arguments, it took confrontations. It felt like real life.<br /><br />One scene that really stuck out to me was the scene in which Gabriella sings her song. Helen Sjöholm is one of my favorite singers, her voice is lovely, and you could tell that she was not just lip-syncing to a previous recording during filming (which I often find in other movies), she really sang with her whole body and soul. You could feel what Gabriella was feeling in that scene. Had this movie been made in Hollywood her song would most likely have been sung toward the end, and it would have made her husband open his eyes and see the error of his ways, as well as making the other people in the village realise a thing or two. Instead it came halfway through, and it did not bring any solutions. Her husband did not become overwhelmed and realise what he's putting her through, and it didn't seem to make anyone else in the village more open minded. It was beautiful, it was pure and it was touching but it did not magically solve all her problems. That felt real to me, that's probably what would have happened in real life. The whole movie felt like real life to me, nothing neatly wrapped up but everything with a sense of joy and happiness. You rarely find a movie which feels so realistic.<br /><br />There were a few things that bothered me, but hey, no movie is perfect. If you haven't already you should go see ""As it is in Heaven"" and be filled with a joy for life, a sense of hope and the feeling that you've been touched on a level movies rarely reach. You will be sad, pained, happy and a dozen other emotions.<br /><br />Someone once said that if every person in the world sang in a choir there would be no more wars. Having seen this film I might have to agree.",positive
"It is no wonder this movie won 4 prices, it is a movie that lingers to any soul, it isn't a wonder why it took Paul Reiser 20 years to finally give in and talk to Peter Falk about his idea. I can understand every part of it, this is a movie that will make you cry just a tear, or thousands.<br /><br />Story: 10/10 When Sam kleinman gets a letter from his wife about her leaving him to find something else his son and him take out on a road trip to find her, and while they do that they find something lost, Friendship, family, and affection for each other. At the beginning you know whats going to happen, but none soever the story is not that easy to figure out from beginning to end, it is a ride between a father and his son, and a husband and his wife. It is no wonder it took Paul Reiser 20 years to write this beautiful romance/comedy.<br /><br />Actors: 10/10 Well you cant say anything else that what i about to say, hey it is with Peter Falk in it, he is a legend everything he does in movies are magic, when you use Peter Falk in a romance/comedy what do you think you get? A perfect outcome, it is no wonder this movie is that perfect and won that many prices. As the son Paul Reiser does an excellent job, although he isn't a great actor always that doesn't mean that this didn't work actually Peter Falk and Paul Reiser plays the perfect Father and Son, the rest of the cast is good enough but you don't see them as much so just say they do what they shall to get this to shine even more. <br /><br />Music: 10/10 It doesn't always work when using music sometimes it just doesn't fit but that is not the thing in this movie, the music is perfect in tune, it makes the movie even more compelling. This part of the movie will shine off as good as the other parts, a great soundtrack for a Romance/Comedy thats for sure.<br /><br />Overall: 10/10 There are so many Romance/Comedy movies out on tapes, DVDs, Blu-ray and what not, but this movie is one of the special ones. it doesn't happen everyday that you can create a story like this, it takes years thinking about this and the fact is that actually what it took to make it, a great piece that should be bought and kept into the human soul, see it when you get old and see it with your father at a old age, i think then this movie will spark like no other ever made.",positive
"A surprisingly complex and well crafted study of ""The First"" serial killer in the USSR. Set in the days of perestroika this intense piece is brought to full life with the performances of Stephen Reah and Donald Sutherland.<br /><br />This examination of Cicatillo as a killer is well rounded and by hinting at some of his behaviors while out right showing others there is a subtlety that is compelling without being overtly graphic. Not for the weak of heart however as it's subject matter is often disturbing but necessary to it's full development of the main participants in this fact based story.<br /><br />HBO has furnished us with an excellent film in an unusual manner. Congrats to the director and editor of this great piece. It is in my Top 10 Must see list.",positive
"I first saw this movie in my plays & playwrights course at Tulane. I was awed at how beautiful and raw this documentary was. It is a sincere look into the unedited reality of a life of solitude. The family is fascinating and I thought it really showed Little Edie at her core. **As a side note My professor even told me that throughout the filming, Little Edie became infatuated with one of the camera men.** The beauty, I find, comes from the naturalness of the family's dysfunction. It is evident in the relationship between mother and daughter that neither could function in society alone and you begin to wish for Little Edie's rehabilitation to society. In all, the film is gripping in its aesthetic quality and it's portrayal of surprising beauty. Two thumbs way up!",positive
"Based on a true story, this series is a gem within its kind. The slave that becomes queen by capturing the heart of the most powerful man in the village.<br /><br />In the diamond mining town of Tijuco in Brazil, the diamond commender--appointed by the king of Portugal--is the ultimate authority. Having grown up in the relative security of his house, the young and beautiful Xica da Silva finds her world threatened when he decides to sell her to a whorehouse in town, refusing to recognize that a black slave girl could be his daughter. In a desperate bid to save herself, Xica steals the diamonds collected by the diamond commender for the king, intending to use them to escape. The king's army arrives to collect the diamonds the very next day, however, and when the loot turns up missing, the diamond commender is led away in chains, his family dispossessed and thrown out in the street with only the clothes on their backs. Martin, the diamond commender's son, swears vengeance. Xica and the other slaves, however, are sold at auction, and Xica ends up in the home of the Sergeant Major, an old man who bought her solely to slake his lust. To the town of Tijuco, however, comes the new diamond commender, the elegant and ruthless Joao Fernandes. Immediately struck by Xica's beauty, he manipulates the Sergeant Major into selling her to him. And thus begins a love story, filled with danger, intrigue and passion, between a willful nobleman and a crafty slave girl who rises to one day become queen.<br /><br />The series is filled with rich details of the era's beliefs, superstitions, politics, fashion, etc. etc. And it really manages to captivate your attention for every minute. At times funny with a sarcastic and dark humor, full of suspense and unexpected twists. ""Xica da Silva"" is definitely a must. I wish I could buy the whole series on DVD.",positive
"I happened to catch this film at a screening in Brooklyn - it's difficult to describe the plot; it has a lot of wacky characters, but let's just say I'd have a hard time choosing which one made me laugh the hardest, I wouldn't know where to begin. Even the peripheral roles are well written and well acted.<br /><br />There are numerous small touches that make it unique and very enjoyable, it has a few ""devices"" that pop up and add another hilarious layer. It is refreshing to watch; not some recycled stuff I'd seen many times before. If this film could reach a wider audience, I'm certain it would be a real crowd-pleaser, the story is so original and heartfelt.<br /><br />There's a lot here to like, funny back-stories, mishaps and misunderstandings which set up the final act and dramatic conclusion. Cross Eyed is a very funny movie with a ton of heart; it's a touching story with fast paced comedy woven throughout. Definitely worth seeing!",positive
"The group of people are travelling to Belgrade in an awful bus led by a drunk conductor and his dumb son (who likes to drive with his eyes closed). Their journey is frequently interrupted by many hilarious events which with much irony describe the fall of nation`s spirit in 1941 and are so funny that they are even today used as a common jokes. The man who ""steals the show"" is a peasant 4 feet tall with his 4 sons who are almost two times bigger than him. In the end, the movie takes one dramatical turn and the trip becomes nothing but a swan`s song of a dying country.",positive
"I have seen the freebird movie and think its great! its laid back fun, about time the British film industry came through with something entertaining!! its good how the guy who met them at the service station gets mentioned way into the film in the news agents, nice touch. The acting was convincing (i am a biker) they reminded me of some good times i have had in the bike scene. It was good to see the film director getting in on the acting, well done jon ! At the end a new crop gets mentioned, in Ireland is this the foundation for a 2nd film? hope so keep them coming. Great film , well written, realistic characters !",positive
"I know that you've already entered this in film festivals (or at least I think you have, I may just be making that up) but I think this should get ""best animated short film"" in every one. Bravo. I can't wait for the full film. I realize that you may not hear this often enough because of the bizarre nature of your animations, but hear it now and accept it as the truth. Kudos, my friend. Okay, now I'm just trying to get ten lines of text... Though I still mean it. And here comes yet another -SHOE!- and I cannot stop here yet. This is extremely annoying and yet at the same time I have nothing better to do. In fact, I'll probably watch all of your movies in yet another spasmodic ""Jason Steele Marathon."" I do have a lot of those.<br /><br />-R",positive
I thought that for a first episode of a first series it did really well. It was really fun and i thought the actors was brilliant. I think it is a crime for anyone to say that is was bad because it looked the right time. i find it really annoying when people say that it wasn't historically correct because it is supposed to be a Saturday night entertainment show not a boring history documentary so i think the costumes and settings were just right. A brilliant start and i am going to love what will come next!! I have spoken to many people at my school and they love the show! we all think that it is brilliant entertainment and it has great stories to go with it.,positive
"Batman: Mystery of the Batwoman is the latest animated Batman straight to video/DVD movie to be released. (Minor Spoilers Ahead) The plot revolves around a new crimefighter, the Batwoman, who seems to be personally involved, for whatever reason, in stopping a major arms shipment.<br /><br />Although the movie is interesting enough, it's not as good as 'Mask of the Phantasm,' 'Sub-Zero,' or 'Return of the Joker.' The main reason being is that it doesn't give off the emotional appeal the other movies did. At the end of this movie, we don't really feel sorry for anyone as we did in the others, especially, 'Sub-Zero.' There is no real tragedy that made the other animated movies special for us. Even the Batwoman is not really a 'tragic' character (as Mr. Freeze or Phantasm were). Not only that, but Batwoman's alter ego seems so incredibly 'stiff' and dull that the viewer doesn't really care what happened to her that caused her to put on the mask or what happens to her at the end and therein lies the main reason we don't get this special emotional appeal.<br /><br />Don't get me wrong, I did find the movie enjoyable. It does have its moments, such as, when the audience finds out who Batwoman really is and seeing an old villain return who was last seen in the original 'Batman: The Animated Series.' The action is also very enjoyable with some very suspenseful moments.<br /><br />If the Batwoman's background was more interesting, this movie would have been better than 'Return of the Joker' in my book, but as it is now, it's in 4th (out of 4).<br /><br />As for the animation, it's the same as The New Batman Adventures' cartoon from the mid to late 1990's. The score is not as memorable as the previous 3 animated Batman films, but it's still good nonetheless.<br /><br />I do recommend buying this DVD because, despite its flaws, it is enjoyable. But just remember, it's not as good as the other Batman animated movies.<br /><br />7/10",positive
"For starters, it's a very funny movie with a few crazy characters running around that are bound to make laugh (check out the two Russian bugs).<br /><br />A Bug's Life has a classical Disney storyline, but that's one of the good things about the movie. Family values are praised and the main characters of the film undergo some evolution in order to stand up against the grasshoppers in the end. And it also has a couple of great voice-overs by Dave Foley, Julia-Louise Dreyfus, Kevin Spacey (of course),... But actually, the most amazing thing about this movie is the animation. It's just wonderful. All the details, great colors, every ant looks different, beautiful backgrounds... And the guys and girls at Pixar made it all look so realistic. All in all, a very nice piece of work. This is the best animation by Disney since Aladdin.",positive
"Police Story is arguably one of the best works by the master of action himself.Compared to other action films,Police Story makes Schwarzenegger and Stallone look like beginners.The stunt scenes are well cheorgraphed and the action scenes are superb.If New Line Cinema has any sense,they would release this in theaters.",positive
"My personal favorite horror film. From the lengthy first tracking shot to the final story twist, this is Carpenter's masterpiece.<br /><br />Halloween night 1963, little Michael Meyers murders his older sister. All-hallows-eve 1978, Michael escapes from Smith's Grove sanitarium. Halloween night, Michael has come home to murder again.<br /><br />The story is perfectly simple, Michael stalks and kills babysitters. No bells or whistles, just the basics. It's Carpenter's almost over-powering atmosphere of dread that generates the tension. Like any great horror film, events are telegraphed long in advance, yet they still seem to occur at random, never allowing the audience to the chance to second guess the film.<br /><br />The dark lighting, the long steady-cam shots, and (most importantly) that damn eerie music create the most claustrophobic and uncomfortable scenes I have yet to see in film. There is a body count, but compared to the slew of slashers after this it's fairly small. That and most of the murders are nearly bloodless. The fear is not in death, but in not knowing.<br /><br />The acting is roundelay good. PJ Soles provides much of the films limited humor (and one of the best deaths), Nancy Loomis turns in a decent performance and then there is the young (at the time) Jamie Leigh-Curtis. Her performance at first seems shy and un-assured, yet you quickly realize that it is perfect for the character, who is herself shy and un-assured and not at all prepared for what she is to face. And of course there is the perfectly cast Donald Pleasence as the determined (perhaps a little unstable) Dr. Sam Loomis. Rest in peace Mr. Pleasence.<br /><br />If the film has a detrimental flaw, it would be the passage of time. Since the release of this film so many years ago nearly countless clones, copies, rip-offs, and imitators have come along and stolen (usually badly) the films best bits until nearly everything about it has become familiar. Combined with the changes for audience expectations and appetites, one finds much of the films raw power diluted. To truly appreciate it in this day and age, it must be viewed as it once was, as something unique.<br /><br />Never the less, I have no reservation with highly recommending this film to anyone looking for a good, scary time. Highest Reguards.<br /><br />10/10",positive
